"","LSOA21CD","MSOA21CD"
"31848","E01017089","E02003530"
"31849","E01017090","E02003530"
"31850","E01031527","E02006574"
"31851","E01031526","E02006574"
"31852","E01031524","E02006574"
"31853","E01031522","E02006574"
"31854","E01031528","E02006574"
"31855","E01031523","E02006574"
"31856","E01031525","E02006574"
"31857","E01035327","E02006572"
"31858","E01031445","E02006560"
"31859","E01031395","E02006544"
"31860","E01031542","E02006573"
"31861","E01031540","E02006573"
"31862","E01031500","E02006573"
"31863","E01031529","E02006573"
"31864","E01031499","E02006573"
"31865","E01031501","E02006573"
"31866","E01031541","E02006573"
"31867","E01031444","E02006557"
"31868","E01031431","E02006558"
"31869","E01031432","E02006558"
"31870","E01031434","E02006555"
"31871","E01031436","E02006558"
"31872","E01031453","E02006558"
"31873","E01031437","E02006558"
"31874","E01031419","E02006556"
"31875","E01031441","E02006555"
"31876","E01031442","E02006555"
"31877","E01031452","E02006557"
"31878","E01031450","E02006557"
"31879","E01031443","E02006557"
"31880","E01031435","E02006558"
"31881","E01031381","E02006559"
"31882","E01031451","E02006557"
"31883","E01031384","E02006559"
"31884","E01031380","E02006559"
"31885","E01031449","E02006560"
"31886","E01031382","E02006559"
"31887","E01031446","E02006560"
"31888","E01031385","E02006560"
"31889","E01031383","E02006559"
"31890","E01031448","E02006560"
"31891","E01031447","E02006560"
"31892","E01034822","E02006553"
"31893","E01031406","E02006553"
"31894","E01031403","E02006553"
"31895","E01034823","E02006553"
"31896","E01031393","E02006544"
"31897","E01031394","E02006544"
"31898","E01031418","E02006556"
"31899","E01031417","E02006554"
"31900","E01031440","E02006554"
"31901","E01031438","E02006554"
"31902","E01031420","E02006556"
"31903","E01031416","E02006556"
"31904","E01031433","E02006555"
"31905","E01034824","E02006556"
"31906","E01034825","E02006556"
"31907","E01031402","E02006553"
"31908","E01031405","E02006553"
"31909","E01031404","E02006555"
"31910","E01017013","E02003535"
"31911","E01017014","E02003531"
"31912","E01017046","E02003531"
"31913","E01017019","E02003537"
"31914","E01017099","E02003540"
"31915","E01017020","E02003537"
"31916","E01017016","E02003537"
"31917","E01017018","E02003537"
"31918","E01017017","E02003537"
"31919","E01017015","E02003537"
"31920","E01017021","E02003540"
"31921","E01017326","E02003589"
"31922","E01017294","E02003593"
"31923","E01017327","E02003591"
"31924","E01017321","E02003591"
"31925","E01017328","E02003589"
"31926","E01017292","E02003591"
"31927","E01017322","E02003591"
"31928","E01017334","E02003588"
"31929","E01017331","E02003588"
"31930","E01017332","E02003588"
"31931","E01017311","E02003588"
"31932","E01017310","E02003588"
"31933","E01033229","E02003583"
"31934","E01017296","E02003591"
"31935","E01017297","E02003597"
"31936","E01017290","E02003593"
"31937","E01017291","E02003593"
"31938","E01017353","E02003593"
"31939","E01033239","E02003592"
"31940","E01017293","E02003591"
"31941","E01017295","E02003589"
"31942","E01017325","E02003589"
"31943","E01017333","E02003589"
"31944","E01017329","E02003582"
"31945","E01017300","E02003581"
"31946","E01017302","E02003582"
"31947","E01017316","E02003582"
"31948","E01017305","E02003581"
"31949","E01017303","E02003581"
"31950","E01017304","E02003582"
"31951","E01017306","E02003581"
"31952","E01017301","E02003582"
"31953","E01017307","E02003583"
"31954","E01017308","E02003583"
"31955","E01033237","E02003583"
"31956","E01017309","E02003581"
"31957","E01017344","E02003587"
"31958","E01017343","E02003587"
"31959","E01017345","E02003587"
"31960","E01017346","E02003584"
"31961","E01017351","E02003590"
"31962","E01017288","E02003590"
"31963","E01017336","E02003584"
"31964","E01017335","E02003584"
"31965","E01017289","E02003594"
"31966","E01017284","E02003590"
"31967","E01017339","E02003587"
"31968","E01017340","E02003587"
"31969","E01017342","E02003586"
"31970","E01017337","E02003584"
"31971","E01017338","E02003586"
"31972","E01017282","E02003586"
"31973","E01017286","E02003585"
"31974","E01017287","E02003585"
"31975","E01017341","E02003586"
"31976","E01017283","E02003586"
"31977","E01017367","E02003585"
"31978","E01017368","E02003585"
"31979","E01017352","E02003590"
"31980","E01017285","E02003590"
"31981","E01017324","E02003595"
"31982","E01017349","E02003594"
"31983","E01017369","E02003597"
"31984","E01017323","E02003595"
"31985","E01017348","E02003594"
"31986","E01017347","E02003594"
"31987","E01017319","E02003596"
"31988","E01017317","E02003595"
"31989","E01017318","E02003596"
"31990","E01017350","E02003594"
"31991","E01017320","E02003595"
"31992","E01017358","E02003595"
"31993","E01017360","E02003596"
"31994","E01017359","E02003596"
"31995","E01017356","E02003596"
"31996","E01017357","E02003596"
"31997","E01017355","E02003595"
"31998","E01017366","E02003598"
"31999","E01017365","E02003598"
"32000","E01017363","E02003598"
"32001","E01017364","E02003598"
"32002","E01017298","E02003597"
"32003","E01017370","E02003598"
"32004","E01017299","E02003597"
"32005","E01017362","E02003592"
"32006","E01017361","E02003592"
"32007","E01017312","E02003592"
"32008","E01017028","E02003543"
"32009","E01017030","E02003542"
"32010","E01017025","E02003542"
"32011","E01017073","E02003547"
"32012","E01017070","E02003546"
"32013","E01017024","E02003543"
"32014","E01017022","E02003543"
"32015","E01017027","E02003543"
"32016","E01017026","E02003542"
"32017","E01017071","E02003548"
"32018","E01017072","E02003548"
"32019","E01017029","E02003542"
"32020","E01017101","E02003540"
"32021","E01017094","E02003544"
"32022","E01017023","E02003542"
"32023","E01017095","E02003544"
"32024","E01017096","E02003540"
"32025","E01017093","E02003540"
"32026","E01017100","E02003540"
"32027","E01017074","E02003546"
"32028","E01017097","E02003544"
"32029","E01017098","E02003544"
"32030","E01017069","E02003546"
"32031","E01017068","E02003546"
"32032","E01017067","E02003546"
"32033","E01017315","E02003592"
"32034","E01017354","E02003592"
"32035","E01017129","E02003541"
"32036","E01017128","E02003541"
"32037","E01017133","E02003541"
"32038","E01017125","E02003545"
"32039","E01017135","E02003545"
"32040","E01017124","E02003543"
"32041","E01017126","E02003548"
"32042","E01017122","E02003545"
"32043","E01017123","E02003547"
"32044","E01017121","E02003548"
"32045","E01017127","E02003545"
"32046","E01032604","E02006821"
"32047","E01017062","E02006821"
"32048","E01017066","E02006821"
"32049","E01017061","E02003526"
"32050","E01017059","E02006821"
"32051","E01022952","E02004772"
"32052","E01017054","E02003527"
"32053","E01017064","E02003526"
"32054","E01022949","E02004772"
"32055","E01017060","E02003529"
"32056","E01017051","E02003525"
"32057","E01017056","E02003529"
"32058","E01017063","E02003526"
"32059","E01017058","E02003529"
"32060","E01017050","E02003526"
"32061","E01017055","E02003529"
"32062","E01017057","E02003529"
"32063","E01017052","E02003525"
"32064","E01017053","E02003525"
"32065","E01017117","E02003524"
"32066","E01017112","E02003524"
"32067","E01017118","E02003525"
"32068","E01017115","E02003524"
"32069","E01017120","E02003524"
"32070","E01017119","E02003524"
"32071","E01017113","E02003527"
"32072","E01017114","E02003527"
"32073","E01034734","E02004842"
"32074","E01023235","E02004839"
"32075","E01023231","E02004842"
"32076","E01022975","E02004764"
"32077","E01022948","E02004772"
"32078","E01022947","E02004772"
"32079","E01022950","E02004772"
"32080","E01022951","E02004772"
"32081","E01022961","E02004768"
"32082","E01022962","E02004766"
"32083","E01022959","E02004766"
"32084","E01022960","E02004768"
"32085","E01022965","E02004766"
"32086","E01022976","E02004764"
"32087","E01023232","E02004842"
"32088","E01022930","E02004764"
"32089","E01023234","E02004842"
"32090","E01023233","E02004842"
"32091","E01022606","E02004710"
"32092","E01022973","E02004766"
"32093","E01022963","E02004768"
"32094","E01022972","E02004765"
"32095","E01022974","E02004765"
"32096","E01022971","E02004765"
"32097","E01022964","E02004768"
"32098","E01022922","E02004765"
"32099","E01022921","E02006831"
"32100","E01022610","E02006829"
"32101","E01022589","E02004709"
"32102","E01022607","E02004709"
"32103","E01022588","E02004709"
"32104","E01022608","E02004709"
"32105","E01022590","E02004709"
"32106","E01022613","E02004710"
"32107","E01022918","E02006831"
"32108","E01022920","E02006831"
"32109","E01022931","E02004764"
"32110","E01032618","E02006830"
"32111","E01022919","E02006830"
"32112","E01032617","E02006831"
"32113","E01032616","E02006829"
"32114","E01022933","E02006830"
"32115","E01022935","E02004764"
"32116","E01022934","E02006830"
"32117","E01032615","E02006829"
"32118","E01022611","E02004710"
"32119","E01022614","E02004710"
"32120","E01034067","E02004775"
"32121","E01022954","E02004775"
"32122","E01022955","E02004775"
"32123","E01034066","E02004775"
"32124","E01022911","E02006822"
"32125","E01022910","E02006822"
"32126","E01022957","E02004775"
"32127","E01022904","E02004771"
"32128","E01022905","E02004771"
"32129","E01022916","E02004770"
"32130","E01022913","E02004770"
"32131","E01022903","E02004769"
"32132","E01022956","E02004775"
"32133","E01022915","E02004770"
"32134","E01022900","E02004771"
"32135","E01022908","E02004771"
"32136","E01022907","E02006822"
"32137","E01022970","E02004771"
"32138","E01022909","E02006822"
"32139","E01032605","E02006822"
"32140","E01022899","E02006822"
"32141","E01022902","E02004767"
"32142","E01022901","E02004767"
"32143","E01022968","E02004769"
"32144","E01022967","E02004767"
"32145","E01022966","E02004767"
"32146","E01022969","E02004769"
"32147","E01022906","E02004769"
"32148","E01022917","E02004770"
"32149","E01022914","E02004770"
"32150","E01022629","E02006829"
"32151","E01022628","E02006829"
"32152","E01025247","E02005268"
"32153","E01025466","E02005287"
"32154","E01025426","E02005287"
"32155","E01025425","E02005287"
"32156","E01025409","E02005289"
"32157","E01025290","E02005269"
"32158","E01025424","E02005287"
"32159","E01025467","E02005289"
"32160","E01025410","E02005289"
"32161","E01025408","E02005289"
"32162","E01033223","E02005269"
"32163","E01025306","E02005269"
"32164","E01025293","E02005267"
"32165","E01025292","E02005267"
"32166","E01033224","E02005269"
"32167","E01025313","E02005264"
"32168","E01025274","E02005263"
"32169","E01025275","E02005263"
"32170","E01025314","E02005264"
"32171","E01025276","E02005264"
"32172","E01025243","E02005258"
"32173","E01025294","E02005263"
"32174","E01025244","E02005267"
"32175","E01025310","E02005264"
"32176","E01025289","E02005269"
"32177","E01025295","E02005266"
"32178","E01033226","E02005269"
"32179","E01025305","E02005268"
"32180","E01025304","E02005268"
"32181","E01025250","E02005268"
"32182","E01025248","E02005268"
"32183","E01025296","E02005266"
"32184","E01025249","E02005268"
"32185","E01025245","E02005259"
"32186","E01025297","E02005266"
"32187","E01025298","E02005266"
"32188","E01025286","E02005261"
"32189","E01025284","E02005261"
"32190","E01025246","E02005263"
"32191","E01025235","E02005259"
"32192","E01025312","E02005264"
"32193","E01025308","E02005264"
"32194","E01025291","E02005269"
"32195","E01025288","E02005262"
"32196","E01025427","E02005292"
"32197","E01025411","E02005291"
"32198","E01025462","E02005295"
"32199","E01025428","E02005292"
"32200","E01034348","E02005291"
"32201","E01025412","E02005292"
"32202","E01025429","E02005292"
"32203","E01025448","E02005291"
"32204","E01025464","E02005290"
"32205","E01025303","E02005256"
"32206","E01025231","E02005265"
"32207","E01025233","E02005260"
"32208","E01025232","E02005265"
"32209","E01025269","E02005265"
"32210","E01025268","E02005265"
"32211","E01025267","E02005265"
"32212","E01025266","E02005260"
"32213","E01025271","E02005265"
"32214","E01025270","E02005262"
"32215","E01025265","E02005265"
"32216","E01025272","E02005262"
"32217","E01025311","E02005264"
"32218","E01025309","E02005260"
"32219","E01025240","E02005260"
"32220","E01025239","E02005258"
"32221","E01025259","E02005255"
"32222","E01025260","E02005257"
"32223","E01025257","E02005254"
"32224","E01025258","E02005255"
"32225","E01025262","E02005257"
"32226","E01025261","E02005260"
"32227","E01025241","E02005258"
"32228","E01025256","E02005255"
"32229","E01025252","E02005259"
"32230","E01025251","E02005258"
"32231","E01025254","E02005256"
"32232","E01025255","E02005256"
"32233","E01025301","E02005255"
"32234","E01025302","E02005255"
"32235","E01025300","E02005256"
"32236","E01025242","E02005258"
"32237","E01025299","E02005255"
"32238","E01025253","E02005256"
"32239","E01025277","E02005254"
"32240","E01025234","E02005259"
"32241","E01025278","E02005253"
"32242","E01027906","E02005814"
"32243","E01025279","E02005253"
"32244","E01025236","E02005261"
"32245","E01025237","E02005259"
"32246","E01025285","E02005261"
"32247","E01025283","E02005261"
"32248","E01025287","E02005261"
"32249","E01025238","E02005259"
"32250","E01025264","E02005257"
"32251","E01025263","E02005257"
"32252","E01025447","E02005303"
"32253","E01025445","E02005303"
"32254","E01025415","E02005301"
"32255","E01025459","E02005303"
"32256","E01025446","E02005301"
"32257","E01025460","E02005303"
"32258","E01025435","E02005301"
"32259","E01025421","E02005299"
"32260","E01025422","E02005299"
"32261","E01025423","E02005301"
"32262","E01025451","E02005300"
"32263","E01025452","E02005300"
"32264","E01025416","E02005300"
"32265","E01034351","E02005302"
"32266","E01025431","E02005299"
"32267","E01025434","E02005302"
"32268","E01025417","E02005298"
"32269","E01025418","E02005298"
"32270","E01034350","E02005298"
"32271","E01025433","E02005299"
"32272","E01024958","E02005191"
"32273","E01024957","E02005191"
"32274","E01034352","E02005302"
"32275","E01024956","E02005191"
"32276","E01034349","E02005298"
"32277","E01025419","E02005298"
"32278","E01024975","E02005195"
"32279","E01024976","E02005195"
"32280","E01025436","E02005297"
"32281","E01025547","E02005324"
"32282","E01025562","E02005327"
"32283","E01025559","E02005325"
"32284","E01025553","E02005325"
"32285","E01025561","E02005327"
"32286","E01025585","E02005327"
"32287","E01025548","E02005325"
"32288","E01025281","E02005254"
"32289","E01025549","E02005324"
"32290","E01025560","E02005325"
"32291","E01025558","E02005325"
"32292","E01025317","E02005275"
"32293","E01025325","E02005275"
"32294","E01025282","E02005253"
"32295","E01025327","E02005273"
"32296","E01025326","E02005273"
"32297","E01025342","E02005273"
"32298","E01025316","E02005275"
"32299","E01025328","E02005275"
"32300","E01034347","E02005254"
"32301","E01025273","E02005262"
"32302","E01034346","E02005254"
"32303","E01025014","E02005205"
"32304","E01024997","E02005209"
"32305","E01025000","E02005209"
"32306","E01025030","E02005209"
"32307","E01025010","E02005205"
"32308","E01024999","E02005209"
"32309","E01024998","E02005205"
"32310","E01025011","E02005204"
"32311","E01025009","E02005204"
"32312","E01025007","E02005204"
"32313","E01025019","E02005204"
"32314","E01025008","E02005204"
"32315","E01025015","E02005205"
"32316","E01025013","E02005204"
"32317","E01025012","E02005204"
"32318","E01025454","E02005296"
"32319","E01025453","E02005296"
"32320","E01025455","E02005296"
"32321","E01025440","E02005297"
"32322","E01025437","E02005297"
